구,행정동,시설번호,시설유형,실외,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,데이터기준일자,위도,경도,설치연도,노후도,펫존거리,공공시설여부,면적,클러스터
분당구,이매1동,2211,도시공원,실외,매송(22호) 어린이공원,경기도 성남시 분당구 이매동 144,542.0,2010-06-29,공공,그네(1)+회전놀이기구(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,2025-07-05,37.39756328,127.1229641,2010,15,1.0716192792183088,1,542.0,2
분당구,이매1동,2212,도시공원,실외,방아다리(23호) 어린이공원,경기도 성남시 분당구 이매동 114,429.0,2010-06-29,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-28,Y,Y,N,2025-07-05,37.39771572,127.1257997,2010,15,1.3199473435843199,1,429.0,2
분당구,이매1동,2213,도시공원,실외,구렛들(25호) 어린이공원,경기도 성남시 분당구 이매동 119,365.0,2010-06-29,공공,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,2025-07-05,37.39228209,127.1250549,2010,15,1.3748335562120504,1,365.0,2
분당구,서현1동,2214,도시공원,실외,솔밭(27호) 어린이공원,경기도 성남시 분당구 서현동 78-4,213.0,2010-06-29,공공,조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-01,Y,Y,N,2025-07-05,37.38448551,127.1305056,2010,15,0.9460081123807503,1,213.0,2
분당구,금곡동,2226,도시공원,실외,앞구미(57호) 어린이공원,경기도 성남시 분당구 금곡동 135,179.2,2010-07-01,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+기타(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,2025-07-05,37.35365219,127.1134252,2010,15,1.3182253761038647,1,179.2,2
중원구,하대원동,2282,도시공원,실외,대원공원 놀이터(1),경기도 성남시 중원구 하대원동 204-2,314.0,2010-07-14,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+기타(1)+충격흡수용표면재(모래)(1),2023-07-26,Y,Y,N,2025-07-05,37.43144489,127.1532151,2010,15,2.3655845352855893,1,314.0,2
분당구,운중동,2625,주택단지,실외,산운마을 판교윌든힐스3단지 놀이터,경기도 성남시 분당구 산운로 55,328.0,2010-10-05,민간,미끄럼틀(2)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-08-02,Y,Y,N,2025-07-05,37.39294394,127.0679022,2010,15,3.4214057057399927,0,328.0,2
분당구,야탑3동,2868,주택단지,실외,목련마을 SK아파트 601동 놀이터,경기도 성남시 분당구 판교로743번길 7,328.0,2010-11-24,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-22,Y,Y,N,2025-07-05,37.40585853,127.155071,2010,15,2.89970280485023,0,328.0,2
분당구,야탑3동,2869,주택단지,실외,목련마을 SK아파트 604동 놀이터,경기도 성남시 분당구 판교로743번길 7,328.0,2010-11-24,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-22,Y,Y,N,2025-07-05,37.40585853,127.155071,2010,15,2.89970280485023,0,328.0,2
분당구,서현1동,3073,도시공원,실외,효자(33호) 어린이공원,경기도 성남시 분당구 서현동 294,482.0,2010-06-29,공공,그네(1)+흔들놀이기구(2)+조합놀이대(2)+기타(3)+충격흡수용표면재(모래)(2)+충격흡수용표면재(기타바닥재)(1),2023-10-25,Y,Y,N,2025-07-05,37.37608389,127.1350193,2010,15,0.9975162780337115,1,482.0,2
분당구,서현1동,3105,도시공원,실외,양영(35호) 어린이공원,경기도 성남시 분당구 서현동 317-1,531.0,2010-08-23,공공,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-01,Y,Y,N,2025-07-05,37.37340851,127.1393417,2010,15,0.8656739160481893,1,531.0,2
